nombre_cancion,nombre_artista,genre,type,year,id
Give The Drummer Some,Nickodemus,jazz,album,2005,6VXrddb6tPdYIoXRSJV2ch
That's Life,Michael Bublé,jazz,album,2007,7wgYqjzA3qJLpyz89IlVPA
Stardust,Ben Webster,jazz,album,2002,4nbqUfqKObLWhuUT7PWV1N
Pata Pata,Miriam Makeba,jazz,album,2003,151vetNVhtSVBiTFqII0yz
Déjà Vu,Peter White,jazz,album,2006,72UTyIUhjY5ifpZxCzvLmq
My Singing Soul,Soel,jazz,album,2003,6DxXxyGKYefATjXzIAt1Uj
How Deep Is Your Love,Chantal Chamberland,jazz,album,2005,5DILzEd0PY7ZOF7vDNb7ec
Saturday Cool,Brian Simpson,jazz,album,2005,7gqQ4b0NnmlLoN2Hp8SkjK
モーニング,Lisa Ono,jazz,album,2005,1sY7xNBlVMaCzNIYVdngtj
That's The Way It Goes,Micatone,jazz,album,2004,1KUpHRfMvnLgjtCmiz7F09
Suede,Marion Meadows,jazz,album,2004,4cnAAAlaoC5XUBYPWall92
Pick Somebody Up,Raul Midón,jazz,album,2007,6cWOm4bzt7LEY2ju5vjvWf
Meet Me At Mary's Place,Sam Cooke,jazz,album,2003,3vGMxtilycrTwZ9lEUn9LH
Montego Slay,People Under The Stairs,jazz,album,2002,6WBzCRqjK96aKBvKiIyiZO
Vague / E la nave va,Anouar Brahem,jazz,album,2006,6avLwPGZvr93PaxBARH5dA
I'm in the Mood for Love,Kenny G,jazz,album,2006,64wNfDYFufvc9pZqqLPMWW
And So It Goes,Sara Gazarek,jazz,album,2007,703WlQONsXodIABGbGvF6M
Pra Zé,Azymuth,jazz,album,2004,3TJVZJ3NZ9oqVVqMsXBoyC
Map Two,TM Juke,jazz,album,2003,3tIFJjG9GieG5F92Hf9EXk
Dreaming Of You,Brian Culbertson,jazz,album,2005,5bBuKGq30LTO7pafnufJ8p
My Baby Just Cares For Me,Sophie Milman,jazz,album,2004,1b8AEwsyE0NTgvySRi6SFz
Elemental,The Limp Twins,jazz,album,2003,7rvPGXc6xM1XSeHEPCuxad
Musical Journey Instro (Instrumental),Kero One,jazz,album,2007,1HDg8jRcyvuUIu7Ukqk9ZW
Santa Claus Blues - Remastered 2004,Bob Brookmeyer,jazz,album,2004,2Hm0sak8kDUjhGTQfHzPjq
Bought and Sold,Belleruche,jazz,album,2007,0JixViE0rKLJ2IWRkFrU6d
Samba de Orfeu,Luiz Bonfá,jazz,album,2005,4ecajlw9dEh0YtYlO5QGQR
Como E O Ar - Easy Rhodes Remix,Mo' Horizons,jazz,album,2005,10hfXNf4HTpC5mFoWOQcbp
Chocolate Distance - Hypnotized,Karuan,jazz,album,2007,1STi8RYIUxh444qUn3IBTK
16 Megatons,Funki Porcini,jazz,album,2002,0sW6DD9mHgNlqO1rchuvoM
Fallen,Warren Hill,jazz,album,2002,5ptws9ZfMhiK0EEEKlDKHD
Turn Off The Lights,Jeff Golub,jazz,album,2002,4Kha9Ups3f60q3DJ8XBVos
On A Clear Day,Mario Biondi,jazz,album,2006,2pM9NGiYnnNf8ruS0WpjHS
Temptation,Jeff Golub,jazz,album,2005,6OASEQt6bb9StRBEWSrS6X
Hello Bright Sunflower - Rudy Van Gelder Edition/2006 Digital Remaster,Donald Byrd,jazz,album,2007,2Q6fLryY9lv34jazpe4bnE
Eight y cinco,Chinese Man,jazz,album,2007,0ZzDHYLjrJUCYoStbJMDUp
Devil's Music,De-Phazz,jazz,album,2007,6eu7QFMaephLS1bod2bXHm
Bella Margarita,Billo's Caracas Boys,jazz,album,2007,0P6D2VBdnV3X8ypGsV0S2w
Midsummer Night Blues,Waldeck,jazz,album,2007,7l3vWdbYRnYVmlBED0FJlw
Vironay,Billo's Caracas Boys,jazz,album,2007,1ticWIKYx5CoAZEbL6bega
Walk on the Wild Side,DJ Disse,jazz,album,2004,13sH2M7eUQXVtbaGwqv2c8
Mi Mundo,Skool 77,hip hop,album,2006,2ttjP9ZSm659k4lxTQbRX0
Atreyu and the Swamps of Sadness,Cecil Otter,hip hop,album,2005,1vsiNauTWmIcnHpWnrCGjZ
Re-Evolve,Mike Mictlan,hip hop,album,2005,2Rd8rEer8Uwd3RwbNRK4Dm
¿Quien Te Dijo?,Skool 77,hip hop,album,2006,5ryz254xJDpr33JtstAzg9
The Pleasure (feat. Mercury Waters),DJ Hoppa,hip hop,album,2004,1JCDSRbe6H1x5BWLgAKTsB
Prosaico,Explosión Suprema,hip hop,album,2007,4pAEJFaK6gZge8tfvjv1Tn
Altra domenica,Ape,hip hop,album,2006,4ORaNbLDwDalSIV2ktt6hb
Fortyfive Angle,Mike Mictlan,hip hop,album,2005,3yLsyXuyVM33ypwcayVgp8
Cor Veleno,Cor Veleno,hip hop,album,2006,6qqmZsq5VW5GJIitTq4ZDP
Kites,Dessa,hip hop,album,2005,3c2falkn9LbyXmFbCZ835y
Hey Mike!,Mike Mictlan,hip hop,album,2005,3sScSMFoQybUQg1IMEfEsl
Only OJ Knows My Pain (feat. Sirus MC),DJ Hoppa,hip hop,album,2004,66i3gjwxSNXLqc7Z8M1Dcc
Not When You Get Down,Aceyalone,hip hop,album,2002,0NfAo0qDEkSqYzNaen8vTb
Hip-Hop Music,Phanatik,hip hop,album,2004,3QzHlWOAFeokx7iQSlaTZv
M.a.r.l.e.y. (Skit),KRS-One,hip hop,album,2007,5EOgCMGixlsofKx94Qc7DV
Elsistema Te Domina,Skool 77,hip hop,album,2006,3IG8vRnVunfpBJEKcTDxtn
La Conexion,Los Nandez,hip hop,album,2006,2bTNvBgeBepIRkA66AkFiS
Gdo se je zbau,Pižama,hip hop,album,2004,326W8LJlP5SzygxjNOlegQ
Hip-Hop,Saigon,hip hop,album,2006,7ufHInIxsooF9tefAZvY7J
Hip-Hop-cracy,The Cross Movement,hip hop,album,2004,5MVh8LWbag2iactJzVD9BP
MC's,Los Nandez,hip hop,album,2005,5EG4bqlfweMnTZ0MY6wxqv
Solo amore,Colle Der Fomento,hip hop,album,2006,4dKQD2HPNRhbsi9bonmMvJ
All Night Long,DJ Hoppa,hip hop,album,2004,6RtsXt8pkLVq0blsOQQC8p
Respeta Mis Creencias,Skool 77,hip hop,album,2006,01Anp9oTYvpQw8XJvkaLuC
Toribio the Clown Gets His Groove Back,Hip Hop Hoodíos,hip hop,album,2005,2KNuTkW1RtfsWiwEDODUCH
Everybody Jam Along,Hip Hop Harry,hip hop,album,2006,3rh2gMmcc6NSCRYEuG9sSV
Chicken or the Egg,Cecil Otter,hip hop,album,2005,4iXLkHGUrH7Hub3yitiDSg
Life's Equation (feat. ATypical),DJ Hoppa,hip hop,album,2004,3RkJKKT3bKGkaEhTVVmxOG
Ancient,Hip Hop Hoodíos,hip hop,album,2005,3jidrFIt6yBLkI1nFh45I2
Jammaria,Vacca,hip hop,album,2006,57ECWsZTSAEFszdfOuwmyo
Ten Cuidado Con Ella,DJ Ice,hip hop,album,2006,57pFu27s8GTiP9QuOgpTFr
Gorrito Cosmico,Hip Hop Hoodíos,hip hop,album,2005,7CJjycEIOKNksOAJ5ArXvR
Entre tú y yo,100% Original,hip hop,album,2007,1mdseltBhTP29Zqh3QRBQh
Una volta sola,Club Dogo,hip hop,album,2006,19lHKsI135l19oeSyGsWhu
...The End,Mike Mictlan,hip hop,album,2005,2NkLtIhqDL3rKwY1TEU0Xj
En dan več,Z.ieban.e TM,hip hop,album,2004,62fdkpAckHSYD61HhC5KNW
Intro,Fat Jack,hip hop,album,2006,5y0UZucIMIbOP1916RvuU6
U Ain't Gotta Like Me (feat. Big B.),J-Kwon,hip hop,album,2004,5Lukg8HWvhk8qdF1zNMf2p
K#k* On The Mic,Hip Hop Hoodíos,hip hop,album,2005,7DtqkpJjRJSGAjj5s1he6S
Potente in culo,Cor Veleno,hip hop,album,2006,5GTA68qtoomgvYI8dwUeiF
Toribio the Clown Gets His Groove Back,Hip Hop Hoodíos,hip hop,album,2005,3QTDZDset4chhfmI5NBG5T
Maracas,Hip Hop Harry,hip hop,album,2006,2qCWyOzHpydSJUpiilh86o
Viva La Guantanamera,Hip Hop Hoodíos,hip hop,album,2005,0Ec8NzlD0kw8lDzZlZMFY3
1492,Hip Hop Hoodíos,hip hop,album,2005,0JuwwIYekVLGW15TaIlxYa
Raza Hoodia,Hip Hop Hoodíos,hip hop,album,2005,5aHeD7a98et2pUbfYn2Xgk
"Go, Go, Go",Hip Hop Harry,hip hop,album,2006,375jsn0eXstsjFA4pc172d
Combatir Sin Combatir,Skool 77,hip hop,album,2006,5dm5XO9O896EKsCtTQOc24
High 5,Hip Hop Harry,hip hop,album,2006,0muUXGRONMkrsTlPn1IvoI
It's Alive (Intro),KRS-One,hip hop,album,2007,5tj9izgM6N7P9DGquCvdwu
Ocho Kandelikas,Hip Hop Hoodíos,hip hop,album,2005,6oNdYdia3esTAX8B10MdvI
Fuori Dal Tunnel,Caparezza,pop,album,2003,2oBXn8htpoyjRqrkIGGm0a
Um Minuto Para O Fim Do Mundo,CPM 22,pop,album,2005,7ATfTQCF4OGSY91yKk42km
Vou Deixar,Skank,pop,album,2003,5t6QgW9guk6MRptJJWgsFY
回到過去,Jay Chou,pop,album,2002,5cNnUsFAlG3NGAVuFUHcGB
愛情轉移(國),Eason Chan,pop,album,2007,5geqxGTn2dFte1KywqcXYq
軌跡,Jay Chou,pop,album,2003,3797qIRcuMpbsRgdnbSoxw
Untouched,The Veronicas,pop,album,2007,0KlahhzNb98zyN83Vwae0l
Equalize,Pitty,pop,album,2003,2iUxWUv5TovjBmayOcWohB
"Tuk, Tuk, Tuk",Verka Serduchka,pop,album,2003,716rfyfHvAREHv5rEHMrUS
Sahra,Khaled,pop,album,2007,06Kw3kdXMK3JpXzTZ0DIie
Junge,Die Ärzte,pop,album,2007,10waMsh44ojvTwXAIy213n
En apesanteur - Single Version,Calogero,pop,album,2002,07VyIZXNfVS13AbebQDQWy
Novogodnyaya,Verka Serduchka,pop,album,2003,3e4ksSBSoDqTDOCGDwyMQ8
Até O Fim - Ao Vivo,Engenheiros Do Hawaii,pop,album,2004,1fa1CGNcZTB1HYh4ut8nb3
Melody,David Tao,pop,album,2002,6A4wVKbcg0mRriCFjZzX0Z
聽媽媽的話,Jay Chou,pop,album,2006,4GKpv9f2Rqa9rThTJVivSM
Latin Lover,Cesare Cremonini,pop,album,2002,5K4uJHfqRlzYRgjhLAYQdn
Dalla pelle al cuore,Antonello Venditti,pop,album,2007,7aoAxvO9VBM5hy8hYCpvkA
好久不見,Eason Chan,pop,album,2007,7LHaRfgjJzOEzvnAZVxxtR
Por Si Tú la Ves,El Roockie,pop,album,2003,7w3Y0syREax51MdVmxIGR4
SOS d'un terrien en détresse,Grégory Lemarchal,pop,album,2007,5MxaqqlBzcHWSXceo972sf
園遊會,Jay Chou,pop,album,2004,0yqVGjugZr6HwMnrJQM8IG
Last Farewell,BIGBANG,pop,album,2007,7KDHGgYt5fF2Lh9FxMbVML
曹操,JJ Lin,pop,album,2006,5wD5rhGxsm05FqHptqLOyd
∞,Zemfira,pop,album,2002,1zWoGo3R1tAsgsnyPeZkw6
無底洞,Tanya Chua,pop,album,2003,6vJ97QouNlvgs74MMhxdvw
Raisa,Fly Project,pop,album,2005,0kjOHpeLmOwq6q8GeV0niz
My Game,Basta,pop,album,2006,1xIDRR91yrYa3LvYWkOxxz
全力少年,Sukima Switch,pop,album,2005,3Ztjw8utVpcrzms1RrsJvR
Domani smetto,Articolo 31,pop,album,2002,0KZAKLIWnePIbxopk4d4HM
A fleur de toi,Vitaa,pop,album,2007,2mT0YKSgM8ie4Irf0gkuPA
できっこないを　やらなくちゃ,Sambomaster,pop,album,2006,0yeMceaGqfPNLWzflUg079
眼淚成詩,Stefanie Sun,pop,album,2005,4ZwdG5w5j31LAll9jHvvtR
Olhos certos,Detonautas,pop,album,2003,3P0ZKM0sJiwYl6LWAgU9YF
For You - Original Radio Edit,The Disco Boys,pop,album,2005,6jbglMwIqyg1G1N96COAsD
Belle demoiselle,Christophe Maé,pop,album,2007,4prNHQCgqVpmGJRulNK4zg
Perfekte Welle,Juli,pop,album,2004,2LV5joNDrsyuXEh4FBARVK
Baile de Verão,José Malhoa,pop,album,2004,5hXceiHQKQboXObDGQvxHy
Старі фотографії,Скрябін,pop,album,2005,7Gxe4Ewcp2hRe6XB1U8flo
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,pop,album,2005,2QurCbkPO14pjrikPNja0h
Hamma! - Single Edit,Culcha Candela,pop,album,2007,3vaBHxfz5WPBLLPt1hTUvI
Chand Sifarish,Jatin-Lalit,pop,album,2006,5EYZZvmNAH5VZCwuzYJqoA
Je fais de toi mon essentiel (avec Anne-Laure Girbal),Emmanuel Moire,pop,album,2005,6H4TH5ntp7KzYePysRBcuT
Outro lugar,Detonautas,pop,album,2003,0VuyAK8iEZkQxHfmBV6MMm
Elki,Verka Serduchka,pop,album,2003,05IyxDnYIVRzjQgGyP5xUA
Erga3ly,Tamer Hosny,pop,album,2007,7fhtTFiFHbssNu77aD1ttG
他一定很愛你,A-do,pop,album,2002,1n3TbqMfvALAI0BjtiF6Lt
Daquele Jeito,Maneva,pop,album,2006,0qonyoWWuQhbWzdlPhRcrn
Lo Que el Tiempo Me Enseño,Tabaré Cardozo,pop,album,2005,3TfQ70LASoUeguSXwx6Vmo
Pitbull,Booba,pop,album,2006,1efBNlkIwBbccMBXHoJBZN
Фонари,Gorod 312,rock,album,2006,2K373m3ampRHhiR1x5NfBk
Só Hoje,Jota Quest,rock,album,2002,1sClAsuPNqEaza29NcaJKP
Canción de Cuna,Los Piojos,rock,album,2003,5v6dFjQ3RpBj1JChbjYPCx
Plan B: Anhelo De Satisfacción,Catupecu Machu,rock,album,2004,4JuRUldOrhME0yrUYZhKHS
Closer to the Sun,Slightly Stoopid,rock,album,2005,1UL8GkVAs6UcWF6BZ3DYZt
Lágrimas E Chuva - Ao Vivo,Kid Abelha,rock,album,2002,1rSFAXwuHm65FdZCRK4lDd
Living In Love,I Wayne,rock,album,2005,0y4gGU7CDar41GlemxXFqg
Pescador,Armandinho,rock,album,2007,5yQW46XPWdGqkX2PyMegLD
Lo + Fino,Las Pastillas del Abuelo,rock,album,2005,4iR5qZbXQdZNzZ7vjyp6hW
Ilusión,Callejeros,rock,album,2004,76eFSYhOElsAwmCRSJmLEP
Deeper,Alaine,rock,album,2006,4pbQqdxHDI1oJpKxEfHxvq
Si Tu Boquita Fuera,Salon Victoria,rock,album,2005,0Iz0xolDSGdLa1mvoteNGg
Вечно молодой,Smyslovye Gallyutsinatsii,rock,album,2007,7uur39wYNLvayRF11cypG4
Viejo,Las Pastillas del Abuelo,rock,album,2006,2oiohcdZfFf65ugZtSmPId
奏(かなで),Sukima Switch,rock,album,2004,5RbMlPFL4gVyEHW2lEOuzG
"Mi Amiga, Mi Esposa, Mi Amante",Rigo Tovar,rock,album,2002,6AgSJsbx0DRnH0jIwDVOGF
Glu Glu,Cuatro Pesos de Propina,rock,album,2007,6XR1DdEDU6LMMj7Mlyuzyy
Brown Skin,Richie Spice,rock,album,2007,1m2c9ZjrXRGRvvPhVOUXrV
Останусь,Gorod 312,rock,album,2006,7AOgUpsh4uWHewUHhQKRS1
Analua,Armandinho,rock,album,2006,1gJJghkaqrRTk9WwmyEwyd
Who Am I,Casting Crowns,rock,album,2003,5VUQsLff8A3ruAyCdTxqzg
Pontes Indestrutíveis,Charlie Brown Jr.,rock,album,2007,74Es0YAvJFbFCZ6ULMcydb
Talk Show,Pedro Suárez-Vértiz,rock,album,2007,20BHTy2hj3hw9130jIKvfH
До скорой встречи!,Zveri,rock,album,2005,6i1LsEVplZjattSI6Imvru
Малинки,Diskoteka Avariya,rock,album,2006,6NdHPpb8zYsyeGjRpzlUKz
Reflexiones,Esto es Eso,rock,album,2007,30U7Hx6g5zYMwm0qvSAZBB
Désolé pour hier soir,Tryo,rock,album,2003,1OPUGXvJXEWZu6qqBr0VTF
Um Minuto Para O Fim Do Mundo,CPM 22,rock,album,2005,7ATfTQCF4OGSY91yKk42km
Sé Que No Sé,Callejeros,rock,album,2004,4UkYrJDJA31eZi7L2W4okp
Dirty Harry,Gorillaz,rock,album,2005,5oPetiXxyczinXVQrhTIxQ
Vou Deixar,Skank,rock,album,2003,5t6QgW9guk6MRptJJWgsFY
Enano,Las Pastillas del Abuelo,rock,album,2006,6Dz8Y3bM3ASBCC6lMFkjDu
Punta Rebane,Los Roland's,rock,album,2006,7GLGMw85VXcp0TH4CjwZJk
Fuera De Control (En Vivo),No Te Va Gustar,rock,album,2007,6YNstobWK0Pio4NAumJkRH
Walkie Talkie Man,Steriogram,rock,album,2004,0iCrjwLMTjWsdOKdOAZ0FC
I Call It Love,Lionel Richie,rock,album,2006,5BsJy4UDoQXqdgcyWqWQw2
Equalize,Pitty,rock,album,2003,2iUxWUv5TovjBmayOcWohB
Ahora Que No Estas,Los Bunkers,rock,album,2005,4YtvPDN9v12yXIwRdGWXYz
Junge,Die Ärzte,rock,album,2007,10waMsh44ojvTwXAIy213n
Mi Equilibrio Espiritual,31 Minutos,rock,album,2003,4Qs3OEgzBPGPmRR5QJ0UIs
La Joya Del Pacífico,Joe Vasconcellos,rock,album,2006,0aHps38kFw6Aqg9sJpD97d
Conductor,Chico Trujillo,rock,album,2006,7hakyU39FCG50HuiX7TV8B
Amandote,Ruben Rada,rock,album,2006,0h0xy0Lu53vn8JFalDktw6
Até O Fim - Ao Vivo,Engenheiros Do Hawaii,rock,album,2004,1fa1CGNcZTB1HYh4ut8nb3
Inmortales,Cementerio Club,rock,album,2003,79VP5Ap32a7ilnhZL0nn8v
Carla,Ls Jack,rock,album,2002,79f21uRzn79zWCxrsF17hj
Escribir Todo de Nuevo,Cuchillazo,rock,album,2002,654uAZgLcfWlXZwQovgDbG
∞,Zemfira,rock,album,2002,1zWoGo3R1tAsgsnyPeZkw6
Limb By Limb,Cutty Ranks,rock,album,2005,5RqYdFPAsEvLODoBJEdal4
Meant to Live,Switchfoot,rock,album,2003,2md2i5QvelRFnafpnd6LOg
Still Talking to You,Nujabes,jazz,album,2006,0Q1nTiEPnoQSqM0qrY9TMY
World Of Trouble - Demo,Norah Jones,jazz,album,2002,25BcIcGR7MaOEJ13hqJ5gV
Wrong Dance,De-Phazz,jazz,album,2002,6nUkZH33EI2aFHbx91mxze
Blue Water,Eric Marienthal,jazz,album,2007,6QABTLX06XCH6aKBptDcf7
Moving Closer to the Sofa,The Limp Twins,jazz,album,2003,1q6Zqj13ZtGJHfUsXf9Q1v
Light on the land,Nujabes,jazz,album,2005,2rUaktaAxshyPzIdAKzk1Y
The Sign (feat. Pase Rock),Nujabes,jazz,album,2005,2g8vK3m0npTrzsADQAnbVO
Nivram,Alma Sinti,jazz,album,2006,3oBd5LyXu64UGeZd5jOh5m
Revolving Door,Joyce Cooling,jazz,album,2006,7v6XfSM2XpK6KEVyn4Ud73
tsurugi no mai,Nujabes,jazz,album,2004,1r9W6X7XA07X11WbW1TveA
Blame It On My Youth,Jamie Cullum,jazz,album,2003,0E6NU9hhK30GHh4afhmM5v
"God Rest Ye, Merry Gentlemen",Kenny Burrell,jazz,album,2003,0kuQpE8kmDdQ7GHyK7VV6N
Wild Horses,Karen Souza,jazz,album,2005,6wG1yfdAndYbl9Y9FZpu7L
Knee-Deep in the North Sea,Portico Quartet,jazz,album,2007,5lQwxQkZcJLeyS7d2adJUa
French Waltz,Leon Ware,jazz,album,2003,7zoaxmDEONxkI2lMOhxJYN
The Only Time - First Sessions Outtake,Norah Jones,jazz,album,2002,2is3oJ3XSRa4wUbZjthnRe
People = Shit,Richard Cheese,jazz,album,2005,0K9WwlvBpFsVZ4w9crQErc
Mbambou,Sékouba Bambino,jazz,album,2004,3P7QwbOX6b8l12uM7jXvxS
State of Clarity,Guru,jazz,album,2007,2zPLGStHETdkChk5UCvs7W
Stitched Up (feat. John Mayer),Herbie Hancock,jazz,album,2005,4Czqh0g9rGdkhXMyf2Yhbn
Les Valseuses,Stéphane Grappelli,jazz,album,2004,0iPBmj4tOQjQv1k20vVf77
Welcome to the Jungle,Richard Cheese,jazz,album,2005,6i8Kz7X61NVF07UshzIaKr
Sleigh Ride,Matt Belsante,jazz,album,2007,5CnS0FCw1Xc79xyLi8UnU1
Bossanova Feelin',Minus 8,jazz,album,2002,4hg7YghtAH5vm9snBzmT2G
Slow Jam,Euge Groove,jazz,album,2007,15X9hW8V03M3NWVQ4yVAZq
Sweet Potato Pie,Ray Charles,jazz,album,2004,5dDFnBvA1OlAAHVnihioy6
Something Is Calling You - First Sessions Outtake / Tabla Version,Norah Jones,jazz,album,2002,5H76bh5K4OFk5E1tlsXKP8
When Time Stands Still,Triosence,jazz,album,2007,6If11Q3J1lk6S0Q2wjo6lq
Montagne Ste Genevieve,Stephane Wrembel,jazz,album,2002,4idHXZqvu37IDsiHTZDrLC
He's Watching,Peter Cincotti,jazz,album,2004,1hwxsj5yIc6Gbm6EUfbexj
Sleighride,Jane Monheit,jazz,album,2005,7uibfzyR2ssjKRsLQuS20w
Another Day in the Life of Mr Jones,The Limp Twins,jazz,album,2003,2sTZXWoZzWyX6Hn7yG5jqK
Isabella,Gregg Karukas,jazz,album,2005,3auejP8jQXX4soeSvMCtqL
Vague - Variation,Anouar Brahem,jazz,album,2006,3Ou5Ri1rSwLOnFm2GfPmFi
Nijaay,Orchestra Baobab,jazz,album,2007,09Fm7uCNugdcI9bitG6Ype
For All We Know,Parov Stelar,jazz,album,2006,2LLn3BKqzyrhZVIPGgR4kN
Horn in the middle,Nujabes,jazz,album,2003,2rnAYh7REAMGYqJUXJKZZK
Highs 2 Lows (feat. Cise Starr from CYNE),Nujabes,jazz,album,2003,3yKLskgaU2py5ET4OBDQmg
One For My Baby,Dianne Reeves,jazz,album,2005,3l8AksMKUIO35TXrn115Lp
Union Square,Stéphane Pompougnac,jazz,album,2007,4J0RSxUn1Sg2SMmgMq2ve6
More Or Les Paul,Paul Brown,jazz,album,2007,3xOHBpfwg3oaRvgi6xZXCw
Waiting,Brian Simpson,jazz,album,2005,2v9hQceHtGZdE4WbTFdhWM
Corozal Y Sincelejo,Billo's Caracas Boys,jazz,album,2007,1pNTuSKPG4S1ykNRKgE1du
Tren De Seis,Billo's Caracas Boys,jazz,album,2007,5qJtHGo6XIMNZ5YWoE4bfc
Strength,The RH Factor,jazz,album,2004,4MTmD97M3KIAWLnwJbVwbp
I Can't Get Started,Lee Konitz,jazz,album,2005,5GdBh0ggpl7pIXNFecn1zk
Danse d'adieu,Titi Robin,jazz,album,2005,2bPeBRZTUqQmIBt6QPCrtk
A day by atmosphere supreme,Nujabes,jazz,album,2003,07JIJUJdAP9LiyYS5rS8cR
Just a Little Lovin',Carmen McRae,jazz,album,2004,7LohM56jH2aS3HZkwTKDFs
Sly,The Cat Empire,jazz,album,2005,0aj5GQRR1OgNyaRbX8jMBg
Crepúsculo,V.I.C.,hip hop,album,2004,13AyWFd0Wz5hnTlcqfeL6Q
Blink Blink,Aceyalone,hip hop,album,2002,6WUgoDzxo5XZgt9bi7g0YA
Hip-Hop Body Rock,Audible Lab Rats,hip hop,album,2007,3P4NqEcAdvSNSWYNlRj9hu
Psychosemitic,Hip Hop Hoodíos,hip hop,album,2005,5nQuhhZSt6F5vwpUdl4f8r
Excuses (feat. Cupid Lee & Iconoclast),DJ Hoppa,hip hop,album,2004,3WKFv7syiXKuW6IhktbRYO
Intro,Colle Der Fomento,hip hop,album,2006,2NPQ4HQDp2ljPEGEcMIn4R
Underwear,J-Kwon,hip hop,album,2004,3rPMNhLXh5JVNOYQAKCbie
Soul Survivor,Mike Mictlan,hip hop,album,2005,0bimUicHvxc5vc9R8hsMTk
1492,Hip Hop Hoodíos,hip hop,album,2005,4tHfr9OnupoiOsitnEdUSf
Dihi z mano,Trkaj,hip hop,album,2004,2ji7ayDh7nqNKpoHdt1oOn
Respeten a Los Seres Vivos,Skool 77,hip hop,album,2006,0JuYMSrdvMCVJiosbsl0gs
Organic Electricity,Aceyalone,hip hop,album,2002,57LMmzo85i84vTyKoheILf
Say,Aceyalone,hip hop,album,2002,3mZ6DUOGHGoPQYFalnQ11L
Get Down,Loon,hip hop,album,2006,3hRrBoGo4Xu1kuphZ6Z5nJ
Non mi avrete mai,Inoki,hip hop,album,2006,6qf50xyWhiRSSwh83wOjnt
Somebody Gonna Get Hurt,Chamillionaire,hip hop,album,2007,1pzT2MiBkHKhZkTV1jtjYA
Libertad,Skool 77,hip hop,album,2006,2YWSkySvMbhzYxOAKZjyIg
Ocho Kandelikas,Hip Hop Hoodíos,hip hop,album,2005,5MN5Oy70xHClsT70TkebTD
Šnopc I.,Klemen Klemen,hip hop,album,2004,0UsvOjrbokoAuv8NLyRTDr
Il cielo su Roma,Colle Der Fomento,hip hop,album,2006,7fOSG3vVmBdDuoi5Xpba6E
Dice,MP Hip Hop,hip hop,album,2005,5aHQ4PvKTjs5thoKbGGium
Mamma mia,Cor Veleno,hip hop,album,2006,2afMcfINXLx8zh6ul0jGqD
Que Pasa In Israel (Checkpoint C#ler*),Hip Hop Hoodíos,hip hop,album,2005,3aojrvCb6Z2MgYQJNAUIPs
S.I.C.,Bassi Maestro,hip hop,album,2006,1ij7akt3W4g7iNfl2hTspm
Sabor Hip-Hop,Rap Box,hip hop,album,2006,3HdKJZzxlRYYKcdj00dQdT
Ichi the Killer,Mike Mictlan,hip hop,album,2005,3k34rjQEO7kmknwUizxzg6
Megablast,Mike Mictlan,hip hop,album,2005,3VDQOTicpiY33uKmSnWCVw
Marq'd 4 Death,Mike Mictlan,hip hop,album,2005,5Z8oSxWHU9aiw6MpKeGi6t
Show Your A** (feat. Eboni Eyes),J-Kwon,hip hop,album,2004,1daEm8rmKDc9Mxp7r6bwyM
Ocho Kandelikas,Hip Hop Hoodíos,hip hop,album,2005,6GVHqLSAmyGzgSQFmEpc5X
Intro,Paper Tiger,hip hop,album,2007,7BKS2FhTTBY5IgHHV78zb1
Libertad,Skool 77,hip hop,album,2006,6RaTpHElmd0CGO2LkJuYpx
12-30-03 (feat. 2Mex & Life Rexall),DJ Hoppa,hip hop,album,2004,2L2gAcnBFuKPkNW3tOQRqC
Troubles,Bassi Maestro,hip hop,album,2006,581RZai5RLZkQQ7MOTyUo1
Der Der Vvo,Skool 77,hip hop,album,2006,2Z4PaEWVhe98J9gCvjXuy4
Hip-Hop,Skwatta kamp,hip hop,album,2003,2rad7xgGH9a3Y2PAlAPbsp
Empieza La Revolucion,Skool 77,hip hop,album,2006,57iu06bZ1aSxVeCx9fXKuc
Ancient,Hip Hop Hoodíos,hip hop,album,2005,54leC8yalrYXDRNCnOkwTv
Aqua Pa' La Gente (Pinker Tones Remix),Hip Hop Hoodíos,hip hop,album,2005,1jzOX43AhwVPL3O6GC4hyJ
Singer,Paper Tiger,hip hop,album,2007,3x6cUW87ibYahyvqtnui6k
Skit freestyle - 3,Samo Boris,hip hop,album,2004,6Pqs84cGEfMWQ9dKApk3Ry
Raza Hoodia,Hip Hop Hoodíos,hip hop,album,2005,3qa41ScKQDNYS1MaV2laZj
Combatir Sin Combatir,Skool 77,hip hop,album,2006,7xLx4rtwesgokPl7KYT0ta
Uvetru,Valterap,hip hop,album,2004,6ZvksuCNnjq5lvmgNAVAqg
Agua Pa La Gente,Hip Hop Hoodíos,hip hop,album,2005,54nm5e5XYlaiB25ExUhzm7
À Long Terme,Sans Pression,hip hop,album,2007,5FjA8sCM0NNFWy96R0ii0m
1492,Hip Hop Hoodíos,hip hop,album,2005,4lOQonQB83XANxPTcKVtA9
Dvojna morala,N'Toko,hip hop,album,2004,0ZZOYFfzYWeom17GMBSjLr
Bologna by Night 2004,Inoki,hip hop,album,2006,7E8vc2UtuDn3p2mvN94jt4
